1045.6,1047.3,125.13
1045.1,1046.5,124.95
1045.3,1047.3,124.71
1045.2,1046.9,124.55
1045.2,1046.8,124.38
1045.1,1046.8,124.27
1045.7,1046.5,124.09
1044.3,1044.9,124.04
1044,1045,124.1
1044,1045,124.09
1044.9,1047.1,124.07
1045.6,1046.3,123.96
1046.9,1047.3,123.86
1046.2,1047.2,123.84
1044.9,1046.6,123.82
1044,1044.9,123.68
1044.6,1045.1,123.55
1045,1046,123.5
1045.2,1047,123.47
1044.8,1046.3,123.44
1045,1047.1,123.21
1044.2,1045.8,123.06
1044.7,1045.6,123.05
1045.2,1046.6,122.84
1044.8,1046.4,122.56
1044.3,1047.2,122.46
1044.8,1046.7,122.23
1044,1046,122.05
1044,1047.3,122.03
1044.1,1045.2,121.98
1044,1044.4,121.87
1044,1044.7,121.8
1045,1045,121.64
1045,1047.3,121.46
1045,1047.3,121.33
1045.5,1047.3,121.12
1045.5,1046,120.92
1045.8,1046.9,120.76
1045,1045,120.65
1046,1046,120.62
1046,1046.4,120.6
1047,1047.3,120.56
1046.1,1047.3,120.34
1047.3,1047.6,120.12
1048.1,1048.5,119.92
1050,1050.7,119.78
1048.3,1050,119.72
1048.2,1050,119.66
1048.1,1050,119.59
1048,1049.8,119.71
1045.7,1047.5,119.86
1045.2,1048.5,119.89
1045,1049,119.85
1045.1,1047.1,119.75
1043.1,1044.6,119.68
1043.1,1044.2,119.6
1044.6,1045,119.59
1043.2,1046.8,119.58
1044.4,1046.8,119.53
1042.5,1045.9,119.47
1044.7,1046.7,119.39
1043.8,1046.1,118.79
1042.2,1046.8,118.21
1042.1,1046.3,118.02
1041.9,1044.6,117.92
1042,1042.1,117.85
1042,1044.1,117.66
1041.9,1046.1,117.33
1042.1,1043.9,116.67
1042.4,1044.9,116.06
1041.3,1043.1,115.85
1041,1041,115.73
1040.8,1041.4,115.42
1040.3,1041.1,115.04
1037.1,1038,115.09
1032.6,1034.6,115.43
1033.9,1036,115.53
1035.6,1037.3,115.48
1037.4,1038.8,115.48
1035.5,1036.7,115.46
1034.9,1037.7,115.53
1034,1038.1,115.61
1032.9,1034.9,115.68
1034.1,1038.3,115.58
1035.3,1038.3,115.39
1034.4,1037.5,115.25
1032.8,1037.2,115.04
1032.6,1034.1,114.93
1029.1,1032.2,115.06
1026.3,1031,115.58
1025.3,1030.2,116.52
1026.1,1027.9,117.19
1025.3,1027.8,117.58
1025,1027.4,117.81
1023.7,1026.2,117.91
1024.2,1026.3,118.14
1020.5,1021.5,118.25
1020.8,1023.6,118.35
1020.7,1024,118.63
1021.9,1024.8,118.9
1023.2,1025.6,118.95
1026.3,1026.5,118.98
1026.3,1027.4,118.91
1026.5,1027.7,118.89
1026.9,1027.6,118.91
1028.6,1029.5,118.8
1029.2,1030,118.68
1029.4,1030.5,118.64
1031,1033.2,118.67
1032.2,1033.2,118.67
1030,1031.9,118.61
1031.5,1033.1,118.7
1034.5,1035.7,118.81
1036.2,1037.5,118.85
1036.6,1037.3,118.87
1034.2,1037.2,118.78
1034,1036.7,118.71
1034,1036.4,118.7
1033.9,1036.2,118.69
1030.4,1033.5,118.64
1031.3,1035,118.51
1031.4,1034.4,118.34
1033.1,1035,118.23
1033.1,1034.8,118.22
1033.1,1033.9,118.23
1032.4,1033.2,118.22
1029.7,1030.6,118.21
1029.6,1030.5,118.21
1030.1,1030.7,118.24
1029.6,1030.5,118.26
1029.1,1030.3,118.25
1028.3,1029.7,118.28
1028.2,1029,118.29
1028.4,1029.7,118.26
1028.3,1030,118.27
1028.3,1030,118.26
1028.2,1030,118.25
1028.1,1030,118.14
1028.1,1030,118.02
1028.4,1028.4,117.93
1028,1028.1,117.75
1026.8,1027.1,117.72
1026,1026.3,117.67
1024.8,1026.3,117.63
1020.4,1025.3,117.92
1019.3,1024.6,118.1
1021,1024.1,118
1020.8,1024.7,117.86
1020.8,1023.4,117.76
1022.2,1022.6,117.73
1021.4,1023.2,117.7
1020.3,1020.7,117.66
1018.9,1019.6,117.62
1018.4,1019.6,117.61
1018,1020,117.64
1018.2,1020,117.83
1018.4,1020.4,117.98
1018.6,1021.3,117.93
1019,1022.5,117.91
1022.5,1023.5,117.89
1022.2,1024,117.86
1020.7,1022.5,117.84
1018.7,1019.6,117.86
1016.9,1018,117.88
1015,1015.3,117.91
1015.4,1015.8,117.95
1015.8,1018.3,118
1016,1019.1,118.05
1017.5,1018.5,118.01
1020,1022,117.98
1017.9,1021.1,117.98
1017.4,1020.4,118.05
1016.7,1018.6,118.08
1017.3,1020.5,118.03
1020.9,1022.6,118.06
1019.6,1022.2,118.1
1017.6,1019.6,118.1
1016.8,1018.6,118.05
1017.5,1020.7,118.03
1016.1,1018.9,118.03
1016.4,1017.9,118.06
1016.6,1018.7,118.16
1016.9,1018.8,118.22
1015.8,1016.4,118.21
1011.9,1015.5,118.5
1012.8,1015.5,118.79
1011.7,1013.9,118.84
1010.4,1012.2,119.24
1007.5,1009.5,119.66
1005.6,1007.8,119.77
1005.4,1008,120.02
1006,1009,120.23
1005.9,1007.8,120.37
1007.3,1008.7,120.63
1007.8,1009.1,120.87
1008.1,1009.9,120.95
1010,1011.4,121
1011.6,1013.5,120.86
1014.6,1015.5,120.71
1016.2,1016.7,120.76
1016.3,1017.4,120.88
1012.1,1014.2,120.99
1007.6,1009.5,121.11
1009.6,1014.1,121.18
1010,1013.7,121.18
1007.8,1012.3,121.15
1005.5,1007.7,121.16
1004.2,1005.6,121.26
1003.3,1005.5,121.39
1003.5,1005.1,121.51
1001.2,1005,121.6
1001.2,1002.5,121.72
1001,1001,121.9
1001.3,1003.4,122.23
998.35,1000,122.74
992.58,995.74,123.23
994.22,996.6,123.59
991.93,993.36,123.78
990.88,993.1,123.85
993.28,994.99,123.96
991.8,993.5,124.04
986.68,987.26,124.12
983.81,984.69,124.21
981.96,983,124.3
980.42,982.65,124.75
981.01,984.37,125.71
981.95,983.44,126.33
983.71,984.81,126.66
982.29,984.36,127
981.63,983.42,127.15
977.8,981.56,127.24
976.44,979.15,127.41
973.05,974.44,127.47
973.02,975.74,127.6
969.05,970.92,128.12
968.62,972,129.31
978.67,981.51,130.33
983.83,986.62,130.67
989.09,990.45,130.96
994.57,995.36,131.25
997.34,998.19,131.59
998.99,1000,131.93
994.46,998.52,132.18
988,992.5,132.36
980.22,984.44,132.51
979.47,982.34,132.64
979.07,979.54,132.73
979.05,979.42,132.96
979.18,979.77,133.4
979.24,979.73,133.6
978.29,978.87,133.68
979,979.73,133.84
975.05,978.43,134.01
973.39,975.12,134.1
976.13,977.45,134.14
977.78,979.49,134.21
976.27,978.34,133.88
977.44,979,133.62
978.07,979.48,133.67
980.95,982.33,133.75
988.32,989.43,134.03
988.96,990.54,134.4
995.78,998.27,134.61
999.63,1000.6,134.86
998.24,999.8,135.23
999.28,999.97,135.5
998.63,999.8,135.6
998.62,1000.1,135.64
997.59,998.86,135.67
997.39,998.31,135.67
987.77,989.24,135.93
985.18,986.67,136.31
981.61,984.98,136.52
982.69,984.47,136.7
981.78,983.51,136.76
981.85,985.68,136.88
986.93,990.97,136.98
986.82,990.81,137.04
988.19,989.68,137.08
986.72,989.27,137.05
986.09,987.86,137.01
983.76,987.14,137.02
982.91,987,137.05
983.73,986.82,137.05
982.45,986.04,137.05
981.8,984,137.07
981.69,982.42,137.03
980.23,981.63,137.11
978.81,979.45,137.26
978.9,979.99,137.25
980,980.18,137.24
977.64,978.91,137.08
976.89,979.5,136.92
976.35,979.41,136.76
975.39,976.97,136.66
975.36,975.74,137
975.22,978.27,137.61
978.73,980.5,138.09
977.74,979.34,138.19
976.35,978.73,138.28
976.11,976.76,138.35
975.07,976.3,138.51
975.6,976.52,138.65
972.03,975.77,138.71
971.3,973.97,138.84
970,972.39,138.89
969.97,971.81,138.9
969.81,970.69,138.98
967.68,968.29,139.13
967.21,967.36,139.35
967.21,967.5,139.45
967.21,967.7,139.6
967.59,968.76,139.82
968.45,969.99,140.08
967.7,969.26,140.32
967.21,967.21,140.57
967.72,969.82,140.81
967.21,967.46,141.05
967.07,967.5,141.51
962.65,965.66,142.19
961.69,963.64,142.58
961.51,962.46,142.69
961.44,962.52,143.01
961.41,961.65,143.67
961.41,961.88,144.23
956.62,958.62,145.03
951.74,956.08,146.32
949.31,950.36,147.62
942.08,943.74,148.87
941.67,943.36,149.99
938.1,940.26,151.55
940.87,944.26,152.98
951.64,954.53,154.6
960.48,961.19,156.36
964.18,964.82,157.29
956.96,958.69,158.12
956.96,960.92,159.03
957.18,959.45,159.4
954.87,956.82,159.72
948.31,950.65,160.16
940.48,943.91,160.85
938.01,939,161.14
936.57,936.99,161.29
933.47,934.39,162.02
932.58,934.09,162.63
933.67,934.34,162.89
972.32,974.11,142.95
972.24,974.03,143.08
972.14,973.94,143.22
972.06,973.86,143.35
971.98,973.78,143.49
971.93,973.71,143.62
971.89,973.67,143.76
971.88,973.66,143.89
971.87,973.64,144.02
971.9,973.67,144.16
971.92,973.68,144.28
971.87,973.62,144.39
971.77,973.51,144.51
971.63,973.37,144.62
971.44,973.19,144.73
971.22,972.98,144.84
970.99,972.76,144.95
970.8,972.54,145.05
970.66,972.38,145.16
970.58,972.28,145.26
970.5,972.2,145.36
969.47,971.17,149.14
968.45,970.17,152.88
967.45,969.2,156.59
966.48,968.25,160.27
965.56,967.36,163.92
964.66,966.49,167.55
963.84,965.66,171.14
963.09,964.9,174.71
962.32,964.14,178.26
961.49,963.32,181.79
960.69,962.54,185.29
959.93,961.79,188.78
959.2,961.06,192.24
958.49,960.36,195.68
957.74,959.61,199.1
956.98,958.85,202.49
956.21,958.08,205.85
955.38,957.27,209.2
954.52,956.42,212.53
953.6,955.49,215.84
952.7,954.6,219.13
951.82,953.72,222.39
950.97,952.86,225.64
950.64,952.55,226.26
950.39,952.29,226.89
950.14,952.06,227.52
949.93,951.83,228.15
949.7,951.6,228.78
949.48,951.38,229.42
949.25,951.14,230.07
948.99,950.86,230.71
948.73,950.59,231.36
948.45,950.31,232.02
948.19,950.04,232.68
947.92,949.78,233.34
947.67,949.52,234.01
947.43,949.26,234.68
947.18,949,235.36
946.93,948.74,236.05
946.69,948.5,236.73
946.45,948.26,237.42
946.21,948.03,238.12
945.99,947.81,238.82
945.76,947.59,239.53
945.52,947.36,240.24
945.3,947.14,240.95
945.08,946.92,241.68
944.86,946.69,242.41
944.65,946.48,243.14
944.43,946.28,243.88
944.22,946.06,244.61
943.98,945.82,245.35
943.75,945.59,246.1
943.52,945.36,246.85
943.29,945.14,247.6
943.07,944.92,248.36
942.85,944.7,249.12
942.65,944.49,249.89
942.45,944.28,250.66
942.25,944.09,251.43
942.06,943.89,252.22
941.87,943.71,253
941.69,943.54,253.79
941.51,943.37,254.59
941.33,943.2,255.39
941.15,943.03,256.19
940.97,942.86,257
940.78,942.67,257.81
940.59,942.48,258.63
940.41,942.31,259.45
940.22,942.12,260.27
940.03,941.94,261.1
939.84,941.77,261.93
939.69,941.6,262.76
939.53,941.45,263.6
939.38,941.3,264.43
939.23,941.15,265.28
939.07,941.01,266.12
938.92,940.87,266.97
938.79,940.74,267.82
938.7,940.64,268.66
938.63,940.57,269.5
938.61,940.55,270.34
938.11,940.05,273.55
937.64,939.58,276.73
937.13,939.07,279.87
936.58,938.53,282.99
935.96,937.95,286.07
935.34,937.35,289.12
934.77,936.8,292.15
934.21,936.23,295.16
933.65,935.68,298.14
933.11,935.13,301.1
932.62,934.62,304.04
932.18,934.16,306.95
931.76,933.75,309.85
931.35,933.34,312.72
930.97,932.96,315.57
930.6,932.58,318.41
829,830.5,583.25
929.54,931.54,324.16
928.88,930.9,327.08
928.24,930.27,329.98
927.61,929.65,332.86
927,929.04,335.73
926.37,928.42,338.58
925.76,927.8,341.41
925.15,927.2,344.22
924.54,926.58,347.02
923.94,925.97,349.8
923.36,925.4,352.56
922.78,924.83,355.31
922.21,924.28,358.04
921.72,923.81,360.76
921.25,923.35,363.46
920.79,922.89,366.16
920.33,922.43,368.83
